"key","base","as","bn","de","es","fr","gu","hi","id","it","ja","kn","ko","ml","mr","ms","nl","or","pa","pl","pt","ru","si","ta","te","th","tr","uk","ur","vi","zh"
"warningLabel","Warning","","","","","","","","","","","","","","","Amaran","","","","","","","","\u0BA4\u0BBF\u0BA3\u0BCD\u0BB1\u0BB5\u0BBE\u0BB0\u0BBF","","","","","","","\u8B66\u544A"
"branchAddedSuccessfullyLabel","Branch Added Successfully","","","","","","","","","","","","","","","Cawangan Berjaya Ditambah","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9 \u0BA4\u0BC1\u0BB1\u0BC8\u0BAF\u0BBF\u0B9F\u0BCD\u0BA4\u0BC1 \u0BAA\u0BCB\u0BB1\u0BBE\u0BA3\u0BBF","","","","","","","\u5206\u652F\u673A\u6784\u6DFB\u52A0\u6210\u529F"
"branchAlreadyExistsLabel","Branch already exists","","","","","","","","","","","","","","","Cawangan Sudah Wujud","","","","","","","","\u0B95\u0BAE\u0BCD\u0BAA\u0BA9\u0BAE\u0BCD \u0BA4\u0BC1\u0BB1\u0BC8 \u0B87\u0BB0\u0BC1\u0BA8\u0BCD\u0BA4\u0BC1","","","","","","","\u5206\u652F\u673A\u6784\u5DF2\u5B58\u5728"
"branchAddFailedLabel","Branch Add Failed","","","","","","","","","","","","","","","Tambah Cawangan Gagal","","","","","","","","\u0BA4\u0BB2\u0BC7\u0BA4\u0BCD\u0BA4\u0BCD\u0BA4\u0BC8","","","","","","","\u5206\u652F\u673A\u6784\u6DFB\u52A0\u5931\u8D25"
"branchUpdatedSuccessfullyLabel","Branch Updated Successfully","","","","","","","","","","","","","","","Cawangan Berjaya Dikemas Kini","","","","","","","","\u0B85\u0BB5\u0B95\u0BBE\u0BB2\u0BBE\u0BAF\u0BBF \u0B9A\u0BC7\u0BAF\u0BCD\u0BA4\u0BBF\u0BB0\u0BCD\u0BA4\u0BCD\u0BA4\u0BBF\u0B95\u0BCD\u0B95\u0BC1","","","","","","","\u5206\u652F\u673A\u6784\u66F4\u65B0\u6210\u529F"
"branchDoesNotExistsLabel","Branch does not exists","","","","","","","","","","","","","","","Cawangan Tidak Wujud","","","","","","","","\u0B85\u0B9F\u0BBF\u0BAF\u0BA4\u0BBE\u0BA9\u0BC1","","","","","","","\u5206\u652F\u673A\u6784\u4E0D\u5B58\u5728"
"branchUpdateFailedLabel","Branch Update Failed","","","","","","","","","","","","","","","Kemas Kini Cawangan Gagal","","","","","","","","\u0B85\u0BB5\u0B95\u0BC1 \u0BB5\u0BCB","","","","","","","\u5206\u652F\u673A\u6784\u66F4\u65B0\u5931\u8D25"
"branchRemovalFailedLabel","Branch Removal Failed","","","","","","","","","","","","","","","Penghapusan Cawangan Gagal","","","","","","","","\u0B95\u0BBE\u0BA9\u0BBF \u0B9A\u0BC0\u0B9F\u0BC8","","","","","","","\u5206\u652F\u673A\u6784\u5220\u9664\u5931\u8D25"
"branchRemovedSuccessfullyLabel"," Branch Removed Successfully","","","","","","","","","","","","","","","Cawangan Berjaya Dihapuskan","","","","","","","","\u0BAA\u0B9F\u0BCD\u0B9F\u0BBE\u0BB3\u0BBE\u0BA9\u0BCD \u0BA4\u0BC6\u0BB5\u0BB1\u0BC1","","","","","","","\u5206\u652F\u673A\u6784\u5220\u9664\u6210\u529F"
"searchDepartmentLabel","Search Department","","","","","","","","","","","","","","","Cari Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","","","","","","","\u641C\u7D22\u90E8\u95E8"
"departmentIdLabel","Department Id","","","","","","","","","","","","","","","ID Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0B90\u0B9F\u0BC0","","","","","","","\u90E8\u95E8\u7F16\u53F7"
"departmentNameLabel","Department Name","","","","","","","","","","","","","","","Nama Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u90E8\u95E8\u540D\u79F0"
"departmentDetailsLabel","Department Details","","","","","","","","","","","","","","","Butiran Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BB5\u0BBF\u0BB5\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BCD","","","","","","","\u90E8\u95E8\u8BE6\u60C5"
"deleteTheDepartmentLabel","Delete the Department","","","","","","","","","","","","","","","Padam Jabatan","","","","","","","","\u0BA4\u0BC1\u0BB1\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","","","","","","","\u5220\u9664\u90E8\u95E8"
"searchDesignationLabel","Search Designation","","","","","","","","","","","","","","","Cari Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","","","","","","","\u641C\u7D22\u804C\u4F4D"
"designationIdLabel","Designation Id","","","","","","","","","","","","","","","ID Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0B90\u0B9F\u0BC0","","","","","","","\u804C\u4F4D\u7F16\u53F7"
"designationNameLabel","Designation Name","","","","","","","","","","","","","","","Nama Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0BAF\u0BBF\u0BA9\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u804C\u4F4D\u540D\u79F0"
"designationDetailsLabel","Designation Details","","","","","","","","","","","","","","","Butiran Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0020\u0BB5\u0BBF\u0BB5\u0BB0\u0B99\u0BCD\u0B95\u0BB3\u0BCD","","","","","","","\u804C\u4F4D\u8BE6\u60C5"
"deleteTheDesignationLabel","Delete the Designation","","","","","","","","","","","","","","","Padam Jawatan","","","","","","","","\u0BAA\u0BA4\u0BB5\u0BBF\u0BAF\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","","","","","","","\u5220\u9664\u804C\u4F4D"
"searchCountryLabel","Search Country","","","","","","","","","","","","","","","Cari Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BC1\u0020\u0BA4\u0BC7\u0B9F\u0BB2\u0BCD","","","","","","","\u641C\u7D22\u56FD\u5BB6"
"countryIdLabel","Country Id","","","","","","","","","","","","","","","ID Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BC1\u0020\u0B90\u0B9F\u0BC0","","","","","","","\u56FD\u5BB6\u7F16\u53F7"
"countryNameLabel","Country Name","","","","","","","","","","","","","","","Nama Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BBF\u0BA9\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u56FD\u5BB6\u540D\u79F0"
"isoCode2Label","ISO Code 2","","","","","","","","","","","","","","","Kod ISO 2","","","","","","","","\u0049\u0053\u004F\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1\u0020\u0032","","","","","","","\u0049\u0053\u004F\u4EE3\u78012"
"isoCode3Label","ISO Code 3","","","","","","","","","","","","","","","Kod ISO 3","","","","","","","","\u0049\u0053\u004F\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1\u0020\u0033","","","","","","","\u0049\u0053\u004F\u4EE3\u78013"
"capitalLabel","Capital","","","","","","","","","","","","","","","Ibu Negara","","","","","","","","\u0BAE\u0BC2\u0BB2\u0BA4\u0BA9\u0BAE\u0BCD","","","","","","","\u9996\u90FD"
"numericCodeLabel","Numeric Code","","","","","","","","","","","","","","","Kod Numerik","","","","","","","","\u0B8E\u0BA3\u0BCD\u0BA3\u0BC1\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1","","","","","","","\u6570\u5B57\u4EE3\u7801"
"phoneCodeLabel","PhoneCode","","","","","","","","","","","","","","","Kod Telefon","","","","","","","","\u0BA4\u0BCA\u0BB2\u0BC8\u0BAA\u0BC7\u0B9A\u0BBF\u0020\u0B95\u0BC1\u0BB1\u0BBF\u0BAF\u0BC0\u0B9F\u0BC1","","","","","","","\u7535\u8BDD\u4EE3\u7801"
"currencyNameLabel","Currency Name","","","","","","","","","","","","","","","Nama Mata Wang","","","","","","","","\u0BA8\u0BBE\u0BA3\u0BAF\u0BAE\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u8D27\u5E01\u540D\u79F0"
"tldLabel","tld","","","","","","","","","","","","","","","TLD","","","","","","","","\u0054\u004C\u0044","","","","","","","\u9876\u7EA7\u57DF\u540D"
"nativeNameLabel","Native Name","","","","","","","","","","","","","","","Nama Asal","","","","","","","","\u0B89\u0BB3\u0BCD\u0BB3\u0BC2\u0BB0\u0BCD\u0020\u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","","","","","","","\u672C\u540D"
"nationalityLabel","Nationality","","","","","","","","","","","","","","","Kewarganegaraan","","","","","","","","\u0B9C\u0BBE\u0BA4\u0BBF","","","","","","","\u56FD\u7C4D"
"timezonesLabel","Timezone","","","","","","","","","","","","","","","Zon Waktu","","","","","","","","\u0BA8\u0BC7\u0BB0\u0BCD\u0020\u0BAE\u0BA3\u0BCD\u0B9F\u0BB2\u0B99\u0BCD\u0B95\u0BB3\u0BCD","","","","","","","\u65F6\u533A"
"translationsLabel","Translations","","","","","","","","","","","","","","","Terjemahan","","","","","","","","\u0BAE\u0BBE\u0BB4\u0BBF\u0BAA\u0BC8\u0BAF\u0BB0\u0BCD\u0BAA\u0BC1\u0B95\u0BB3\u0BCD","","","","","","","\u7FFB\u8BD1"
"deleteTheCountryLabel","Delete the Country","","","","","","","","","","","","","","","Padam Negara","","","","","","","","\u0BA8\u0BBE\u0B9F\u0BC8\u0020\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC1","","","","","","","\u5220\u9664\u56FD\u5BB6"
"countryDetailsLabel","Country Details","","","","","","","","","","","","","","","Butiran Negara","","","","","","","","\u0ba8\u0bbe\u0b9f\u0bcd\u0b9f\u0bbf\u0ba9\u0bcd \u0bb5\u0bbf\u0bb5\u0bb0\u0b99\u0bcd\u0b95\u0bb3\u0bcd","","","","","","","\u56fd\u5bb6\u8be6\u60c5"
"deleteTheStateLabel","Delete the State","","","","","","","","","","","","","","","Padam Negeri","","","","","","","","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0ba4\u0bcd\u0ba4\u0bc8 \u0ba8\u0bc0\u0b95\u0bcd\u0b95\u0bc1","","","","","","","\u5220\u9664\u72b6\u6001"
"latitudeLabel","Latitude","","","","","","","","","","","","","","","Latitud","","","","","","","","\u0b85\u0b9f\u0bcd\u0bb2\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b9f\u0bcd","","","","","","","\u7eac\u5ea6"
"longitudeLabel","Longitude","","","","","","","","","","","","","","","Longitud","","","","","","","","\u0ba8\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0bb2\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b9f\u0bcd","","","","","","","\u7ecf\u5ea6"
"stateNameLabel","State Name","","","","","","","","","","","","","","","Nama Negeri","","","","","","","","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0ba4\u0bcd\u0ba4\u0bbf\u0ba9\u0bcd \u0baa\u0bc6\u0baf\u0bb0\u0bcd","","","","","","","\u5dde\u540d"
"stateDetailsLabel","State Details","","","","","","","","","","","","","","","Butiran Negeri","","","","","","","","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2 \u0bb5\u0bbf\u0bb5\u0bb0\u0b99\u0bcd\u0b95\u0bb3\u0bcd","","","","","","","\u5dde\u8be6\u60c5"
"departmentAddedSuccessfullyLabel","Department Added Successfully","","","","","","","","","","","","","","","Jabatan Berjaya Ditambah","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b9a\u0bc6\u0bb0\u0bbf\u0bb5\u0bbf \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb1\u0bbe\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b99\u0bcd\u0b95\u0bc1","","","","","","","\u90e8\u95e8\u6dfb\u52a0\u6210\u529f"
"departmentAlreadyExistsLabel","Department already exists","","","","","","","","","","","","","","","Jabatan Sudah Wujud","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b87\u0bb1\u0bc1\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0bb2\u0bcd","","","","","","","\u90e8\u95e8\u5df2\u7ecf\u5b58\u5728"
"departmentAddFailedLabel","Department Add Failed","","","","","","","","","","","","","","","Tambah Jabatan Gagal","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0baf\u0bbe\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bcd\u0bb1\u0bbe\u0b95\u0bc1","","","","","","","\u90e8\u95e8\u6dfb\u52a0\u5931\u8d25"
"departmentUpdatedSuccessfullyLabel","Department Updated Successfully","","","","","","","","","","","","","","","Jabatan Berjaya Dikemas Kini","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bc1\u0b95\u0bbf \u0b95\u0bc7\u0bb5\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bcd","","","","","","","\u90e8\u95e8\u66f4\u65b0\u6210\u529f"
"departmentDoesNotExistLabel","Department does not exist","","","","","","","","","","","","","","","Jabatan Tidak Wujud","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0b87\u0bb1\u0bc1\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0bb1\u0bcd\u0b95\u0bc1","","","","","","","\u90e8\u95e8\u4e0d\u5b58\u5728"
"departmentUpdateFailedLabel","Department Update Failed","","","","","","","","","","","","","","","Kemas Kini Jabatan Gagal","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bbf\u0b95\u0bc7\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0b95\u0bc7\u0bb2\u0bcd","","","","","","","\u90e8\u95e8\u66f4\u65b0\u5931\u8d25"
"departmentRemovedSuccessfullyLabel","Department Removed Successfully","","","","","","","","","","","","","","","Jabatan Berjaya Dihapuskan","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0b95\u0bc7\u0b95\u0bbf \u0bb5\u0bbf\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bc1","","","","","","","\u90e8\u95e8\u5220\u9664\u6210\u529f"
"departmentRemovalFailedLabel","Department Removal Failed","","","","","","","","","","","","","","","Penghapusan Jabatan Gagal","","","","","","","","\u0b95\u0b9f\u0bbf\u0b9a\u0b9a\u0bc1 \u0bb5\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0bb1 \u0b85\u0b9a\u0bbf\u0baf\u0bc1\u0b99\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bc1","","","","","","","\u90e8\u95e8\u5220\u9664\u5931\u8d25"
"designationAddedSuccessfullyLabel","Designation Added Successfully","","","","","","","","","","","","","","","Jawatan Berjaya Ditambah","","","","","","","","\u0b95\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bb0\u0bcd \u0b87\u0b9f\u0bbf\u0baf\u0bc1 \u0bb5\u0bbf\u0b9f\u0bbf\u0bb5\u0bc7\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bc1","","","","","","","\u804c\u4f4d\u6dfb\u52a0\u6210\u529f"
"designationAlreadyExistLabel","Designation already exists","","","","","","","","","","","","","","","Jawatan Sudah Wujud","","","","","","","","\u0b95\u0bb5\u0bb0\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0b9a\u0bcd\u0b9a \u0b85\u0bb2\u0bcd\u0b9a\u0bc6\u0bb5\u0bcd \u0b89\u0bb2\u0bbf\u0baf\u0bc1\u0b99\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbe\u0b95\u0bc1","","","","","","","\u804c\u4f4d\u5df2\u7ecf\u5b58\u5728"
"designationAddFailedLabel","Designation Add Failed","","","","","","","","","","","","","","","Tambah Jawatan Gagal","","","","","","","","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bcd\u0bb0\u0bc1\u0b99\u0bcd\u0b95 \u0b85\u0b95\u0bc7 \u0bb5\u0bbf\u0bb1\u0bcd\u0bb1\u0bcd\u0bb5 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb2\u0bcd\u0b95\u0bc7\u0bb1\u0bbf\u0bb1\u0bcd","","","","","","","\u804c\u4f4d\u6dfb\u52a0\u5931\u8d25"
"designationUpdatedSuccessfullyLabel","Designation Updated Successfully","","","","","","","","","","","","","","","Jawatan Berjaya Dikemas Kini","","","","","","","","\u0b95\u0b95\u0bcd\u0b95\u0bbf\u0baf\u0bb0\u0bcd \u0b85\u0b95\u0bbf\u0baf\u0bbe\u0bb1\u0bc6\u0baf\u0bb0\u0bcd","","","","","","","\u804c\u4f4d\u66f4\u65b0\u6210\u529f"
"designationUpdateFailedLabel","Designation Update Failed","","","","","","","","","","","","","","","Kemas Kini Jawatan Gagal","","","","","","","","\u0b85\u0b95\u0bc7 \u0bb5\u0bbf\u0bb0\u0bcd\u0bb1 \u0bb5\u0bbf\u0bb3 \u0bb5\u0bbf","","","","","","","\u804c\u4f4d\u66f4\u65b0\u5931\u8d25"
"designationRemovedSuccessfullyLabel","Designation Removed Successfully","","","","","","","","","","","","","","","Jawatan Berjaya Dihapuskan","","","","","","","","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b87\u0bb4\u0bbf\u0b95\u0bc8 \u0b85\u0bb4\u0bbf\u0ba8\u0bcd\u0ba4\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bbe\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bcd","","","","","","","\u804c\u4f4d\u5220\u9664\u6210\u529f"
"designationDoesNotExistLabel","Designation does not exist","","","","","","","","","","","","","","","Jawatan Tidak Wujud","","","","","","","","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b89\u0bb2\u0bcd\u0bb3\u0bbe\u0b99\u0bcd\u0b95\u0bc8\u0baf\u0bc1\u0bae\u0bcd\u0baa\u0b9f\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb2\u0bcd\u0b95\u0bbf\u0baf\u0bcb","","","","","","","\u804c\u4f4d\u4e0d\u5b58\u5728"
"designationRemovalFailedLabel","Designation Removal Failed","","","","","","","","","","","","","","","Penghapusan Jawatan Gagal","","","","","","","","\u0b85\u0bb0\u0bcd\u0b9a\u0bc6\u0bb5\u0bb0\u0bc1 \u0b85\u0bb4\u0bbf\u0ba8\u0bcd\u0ba4\u0bc7\u0bb1\u0bcd\u0b95\u0bbf\u0baf\u0bbe\u0b95\u0bc1","","","","","","","\u804c\u4f4d\u5220\u9664\u5931\u8d25"
"countryAddedSuccessfullyLabel","Country Added Successfully","","","","","","","","","","","","","","","Negara Berjaya Ditambah","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd\u0b95\u0bcb","","","","","","","\u56fd\u5bb6\u6dfb\u52a0\u6210\u529f"
"countryAlreadyExistsLabel","Country already exists","","","","","","","","","","","","","","","Negara Sudah Wujud","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","","","","","","","\u56fd\u5bb6\u5df2\u7ecf\u5b58\u5728"
"countryAddFailedLabel","Country Add Failed","","","","","","","","","","","","","","","Tambah Negara Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bbf\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd","","","","","","","\u56fd\u5bb6\u6dfb\u52a0\u5931\u8d25"
"countryDoesNotExistsLabel","Country does not exists","","","","","","","","","","","","","","","Negara Tidak Wujud","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bc8 \u0b89\u0bb2\u0bcd\u0bb3\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb0\u0bcd\u0bb5\u0bcd","","","","","","","\u56fd\u5bb6\u4e0d\u5b58\u5728"
"countryUpdateFailedLabel","Country Update Failed","","","","","","","","","","","","","","","Kemas Kini Negara Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0bb5\u0bbf\u0b95\u0bc1\u0bb1\u0bcd\u0b9a\u0bcd\u0b9a\u0bcd","","","","","","","\u56fd\u5bb6\u66f4\u65b0\u5931\u8d25"
"countryRemovalFailedLabel","Country Removal Failed","","","","","","","","","","","","","","","Penghapusan Negara Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0b9f\u0bcd\u0b95\u0bb2\u0bcd \u0b95\u0bca\u0bb3\u0bbf \u0b89\u0bb0\u0bbf\u0bb5\u0bcd","","","","","","","\u56fd\u5bb6\u5220\u9664\u5931\u8d25"
"countryShouldNotBeEmptyLabel","Country should not be empty","","","","","","","","","","","","","","","Negara Tidak Boleh Kosong","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bb3\u0bbf\u0bb5\u0bc1 \u0b87\u0bb2\u0bcd\u0bb2\u0bc7\u0bb1\u0bcd\u0b95\u0bbf \u0b8e\u0bb5\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb3\u0bbf\u0bb1\u0bcd","","","","","","","\u56fd\u5bb6\u4e0d\u80fd\u4e3a\u7a7a"
"stateAddedSuccessfullyLabel","State Added Successfully","","","","","","","","","","","","","","","Negeri Berjaya Ditambah","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","","","","","","","\u7701\u6dfb\u52a0\u6210\u529f"
"stateAlreadyExistsLabel","State already exists","","","","","","","","","","","","","","","Negeri Sudah Wujud","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","","","","","","","\u7701\u5df2\u7ecf\u5b58\u5728"
"stateAddFailedLabel","State Add Failed","","","","","","","","","","","","","","","Tambah Negeri Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bbf\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd","","","","","","","\u7701\u6dfb\u52a0\u5931\u8d25"
"stateDoesNotExistsLabel","State does not exists","","","","","","","","","","","","","","","Negeri Tidak Wujud","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b89\u0bb2\u0bb5\u0bb0\u0bb2\u0bc1 \u0b89\u0bb2\u0bcd\u0bb3\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb0\u0bcd\u0bb5\u0bcd","","","","","","","\u7701\u4e0d\u5b58\u5728"
"stateUpdateFailedLabel","State Update Failed","","","","","","","","","","","","","","","Kemas Kini Negeri Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bcd","","","","","","","\u7701\u66f4\u65b0\u5931\u8d25"
"stateRemovedSuccessfullyLabel","State Removed Successfully","","","","","","","","","","","","","","","Negeri Berjaya Dihapuskan","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0b95\u0bc1\u0bb1\u0bcd","","","","","","","\u7701\u5220\u9664\u6210\u529f"
"stateRemovalFailedLabel","State Removal Failed","","","","","","","","","","","","","","","Penghapusan Negeri Gagal","","","","","","","","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b95\u0bcb\u0b9f\u0bbf\u0bb5\u0bcd\u0bb5\u0bbf\u0bb4\u0bbf","","","","","","","\u7701\u5220\u9664\u5931\u8d25"
"noStateFoundLabel","No State Found","","","","","","","","","","","","","","","Tiada Negeri Dijumpai","","","","","","","","\u0b87\u0bb1\u0bb5\u0bbf\u0bb2\u0bcd \u0b89\u0bb3\u0bbf\u0bb0\u0bbf \u0bb5\u0bb3\u0bbf","","","","","","","\u672a\u627e\u5230\u7701"
"stateUpdatedSuccessfullyLabel","State Updated Successfully","","","","","","","","","","","","","","","Negeri Berjaya Dikemas Kini","","","","","","","","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0bae\u0bcd \u0baa\u0bc1\u0ba4\u0bc1\u0baa\u0bcd\u0baa\u0bbf\u0b95\u0bcd\u0b95\u0bbf\u0ba4\u0bcd\u0ba4\u0ba4\u0bc1 \u0bb5\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b95\u0bb0\u0bae\u0bbe\u0b95","","","","","","","\u72b6\u6001\u66f4\u65b0\u6210\u529f"
